id,title,year,authors,venue,entityUrl
628,HyperFile: a data and query model for documents,1995,"Chris Clifton, Hector Garcia-Molina, David Bloom",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,615214
629,The software information base: a server for reuse,1995,"Panos Constantopoulos, Matthias Jarke, John Mylopoulos, Yannis Vassiliou",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,615213
630,Characterization of database access pattern for analytic prediction of buffer hit probability,1995,"Asit Dan, Philip S. Yu, Jen Yao Chung",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,615216
631,Ordered shared locks for real-time databases,1995,"Divyakant Agrawal, Amr El Abbadi, Richard Jeffers, Lijing Lin",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,615215
632,Historical queries along multiple lines of time evolution,1995,"Gad M. Landau, Jeanette P. Schmidt, Vassilis J. Tsotras",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,615233
633,"Adaptable pointer swizzling strategies in object bases: design, realization, and quantitative analysis",1995,"Alfons Kemper, Donald Kossmann",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,615230
634,Special system-oriented section: the best of SIGMOD '94,1995,Stanley Y. W. Su,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,615235
635,The power of languages for the manipulation of complex values,1995,"Serge Abiteboul, Catriel Beeri",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,615234
636,Fibonacci: a programming language for object databases,1995,"Antonio Albano, Giorgio Ghelli, Renzo Orsini",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,615227
637,Orthogonally persistent object systems,1995,"Malcolm Atkinson, Ronald Morrison",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,615226
638,Themis: a database programming language handling integrity constraints,1995,"V&#233;ronique Benzaken, Anne Doucet",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,615229
639,Tigukat: a uniform behavioral objectbase management system,1995,"M. Tamer &#214;zsu, Randal Peters, Duane Szafron, Boman Irani, Anna Lipka, Adriana Mu&#241;oz",The VLDB Journal &mdash; The International Journal on Very Large Data Bases,615228
640,Rate-based query optimization for streaming information sources,2002,"Stratis D. Viglas, Jeffrey F. Naughton",International Conference on Management of Data,564697
641,An adaptive peer-to-peer network for distributed caching of OLAP results,2002,"Panos Kalnis, Wee Siong Ng, Beng Chin Ooi, Dimitris Papadias, Kian-Lee Tan",International Conference on Management of Data,564695
642,Efficient integration and aggregation of historical information,2002,"Mirek Riedewald, Divyakant Agrawal, Amr El Abbadi",International Conference on Management of Data,564694
643,Archiving scientific data,2002,"Peter Buneman, Sanjeev Khanna, Keishi Tajima, Wang-Chiew Tan",International Conference on Management of Data,564693
644,Efficient evaluation of queries in a mediator for WebSources,2002,"Vladimir Zadorozhny, Louiqa Raschid, Maria Esther Vidal, Tolga Urhan, Laura Bright",International Conference on Management of Data,564702
645,Best-effort cache synchronization with source cooperation,2002,"Chris Olston, Jennifer Widom",International Conference on Management of Data,564701
646,Processing complex aggregate queries over data streams,2002,"Alin Dobra, Minos Garofalakis, Johannes Gehrke, Rajeev Rastogi",International Conference on Management of Data,564699
647,Continuously adaptive continuous queries over streams,2002,"Samuel Madden, Mehul Shah, Joseph M. Hellerstein, Vijayshankar Raman",International Conference on Management of Data,564698
648,Reports,2002,Avigdor Gal,ACM SIGMOD Record,507365
649,Reminiscences on influential papers,2002,Kenneth A. Ross,ACM SIGMOD Record,507364
650,Influential papers,2002,Ken Ross,ACM SIGMOD Record,507363
651,Too much middleware,2002,Michael Stonebraker,ACM SIGMOD Record,507362
652,Why I like working in academia,2002,Richard Thomas Snodgrass,ACM SIGMOD Record,507369
653,Career forum,2002,Alexandros Labrinidis,ACM SIGMOD Record,507368
654,Advances in databases and information systems: report of 5th East European Conference ADBIS'2001,2002,"Albertas Caplinskas, Johann Eder, Olegas Vasilecas",ACM SIGMOD Record,507367
655,Report on the 18th British National Conference on Databases (BNCOD),2002,"Carole Goble, Brian Read",ACM SIGMOD Record,507366
656,What will be,2002,Michael Dertouzos,ACM SIGMOD Record,507356
657,Distinguished database profiles,2002,Marianne Winslett,ACM SIGMOD Record,507357
658,Databases and transaction processing: an application-oriented approach,2002,"Philip M. Lewis, Arthur Bernstein, Michael Kifer",ACM SIGMOD Record,507354
659,Data mining: practical machine learning tools and techniques with Java implementations,2002,"Ian H. Witten, Eibe Frank",ACM SIGMOD Record,507355
660,The XML typechecking problem,2002,Dan Suciu,ACM SIGMOD Record,507360
661,Industry perspective,2002,Len Seligman,ACM SIGMOD Record,507361
662,"Avi Silberschatz speaks out: on academia versus industrial labs, startup fever, database PhD quality, the future of data mining as a research area, IP issues, how he wouldn't change a thing, and more",2002,Marianne Winslett,ACM SIGMOD Record,507358
663,Database principles,2002,Leonid Libkin,ACM SIGMOD Record,507359
664,Business data management for business-to-business electronic commerce,2002,"Christoph Quix, Mareike Schoop, Manfred Jeusfeld",ACM SIGMOD Record,507348
665,A multi-agent system infrastructure for software component market-place: an ontological perspective,2002,"Riza Cenk Erdur, O&#287;uz Dikenelli",ACM SIGMOD Record,507349
666,Conceptual modeling and specification generation for B2B business processes based on ebXML,2002,HyoungDo Kim,ACM SIGMOD Record,507346
667,Semantic B2B integration: issues in ontology-based approaches,2002,"Zhan Cui, Dean Jones, Paul O'Brien",ACM SIGMOD Record,507347
668,Book reviews,2002,Karl Aberer,ACM SIGMOD Record,507352
669,Book review column,2002,Karl Aberer,ACM SIGMOD Record,507353
670,Supply chain infrastructures: system integration and information sharing,2002,"Michael O. Ball, Meng Ma, Louiqa Raschid, Zhengying Zhao",ACM SIGMOD Record,507350
671,The role of B2B engines in B2B integration architectures,2002,Christoph Bussler,ACM SIGMOD Record,507351
672,Clustering by pattern similarity in large data sets,2002,"Haixun Wang, Wei Wang, Jiong Yang, Philip S. Yu",International Conference on Management of Data,564737
673,General match: a subsequence matching method in time-series databases based on generalized windows,2002,"Yang-Sae Moon, Kyu-Young Whang, Wook-Shin Han",International Conference on Management of Data,564735
674,A Monte Carlo algorithm for fast projective clustering,2002,"Cecilia M. Procopiuc, Michael Jones, Pankaj K. Agarwal, T. M. Murali",International Conference on Management of Data,564739
675,Mining long sequential patterns in a noisy environment,2002,"Jiong Yang, Wei Wang, Philip S. Yu, Jiawei Han",International Conference on Management of Data,564738
676,Selectivity estimation for spatio-temporal queries to moving objects,2002,"Yong-Jin Choi, Chin-Wan Chung",International Conference on Management of Data,564742
677,Dynamic multidimensional histograms,2002,"Nitin Thaper, Sudipto Guha, Piotr Indyk, Nick Koudas",International Conference on Management of Data,564741
678,Dwarf: shrinking the PetaCube,2002,"Yannis Sismanis, Antonios Deligiannakis, Nick Roussopoulos, Yannis Kotidis",International Conference on Management of Data,564745
679,"Hierarchical subspace sampling: a unified framework for high dimensional data reduction, selectivity estimation and nearest neighbor search",2002,Charu C. Aggarwal,International Conference on Management of Data,564743
680,Efficient algorithms for minimizing tree pattern queries,2002,Prakash Ramanan,International Conference on Management of Data,564726
681,Approximate XML joins,2002,"Sudipto Guha, H. V. Jagadish, Nick Koudas, Divesh Srivastava, Ting Yu",International Conference on Management of Data,564725
682,Efficient k-NN search on vertically decomposed data,2002,"Arjen P. de Vries, Nikos Mamoulis, Niels Nes, Martin Kersten",International Conference on Management of Data,564729
683,Holistic twig joins: optimal XML pattern matching,2002,"Nicolas Bruno, Nick Koudas, Divesh Srivastava",International Conference on Management of Data,564727
684,Minimal probing: supporting expensive predicates for top-k queries,2002,"Kevin Chen-Chuan Chang, Seung-won Hwang",International Conference on Management of Data,564731
685,Time-parameterized queries in spatio-temporal databases,2002,"Yufei Tao, Dimitris Papadias",International Conference on Management of Data,564730
686,Continually evaluating similarity-based pattern queries on a streaming time series,2002,"Like Gao, X. Sean Wang",International Conference on Management of Data,564734
687,Statistical synopses for graph-structured XML databases,2002,"Neoklis Polyzotis, Minos Garofalakis",International Conference on Management of Data,564733
688,QURSED: querying and reporting semistructured data,2002,"Yannis Papakonstantinou, Michalis Petropoulos, Vasilis Vassalos",International Conference on Management of Data,564714
689,Storing and querying ordered XML using a relational database system,2002,"Igor Tatarinov, Stratis D. Viglas, Kevin Beyer, Jayavel Shanmugasundaram, Eugene Shekita, Chun Zhang",International Conference on Management of Data,564715
690,Executing SQL over encrypted data in the database-service-provider model,2002,"Hakan Hacig&#252;m&#252;&#351;, Bala Iyer, Chen Li, Sharad Mehrotra",International Conference on Management of Data,564717
691,Workflow management with service quality guarantees,2002,"Michael Gillmann, Gerhard Weikum, Wolfgang Wonner",International Conference on Management of Data,564718
692,"Mining database structure; or, how to build a data quality browser",2002,"Tamraparni Dasu, Theodore Johnson, S. Muthukrishnan, Vladislav Shkapenyuk",International Conference on Management of Data,564719
693,A scalable hash ripple join algorithm,2002,"Gang Luo, Curt J. Ellmann, Peter J. Haas, Jeffrey F. Naughton",International Conference on Management of Data,564721
694,Exploiting statistics on query expressions for optimization,2002,"Nicolas Bruno, Surajit Chaudhuri",International Conference on Management of Data,564722
695,Partial results for online query processing,2002,"Vijayshankar Raman, Joseph M. Hellerstein",International Conference on Management of Data,564723
696,Proxy-based acceleration of dynamically generated content on the world wide web: an approach and implementation,2002,"Anindya Datta, Kaushik Dutta, Helen Thomas, Debra VanderMeer,  Suresha, Krithi Ramamritham",International Conference on Management of Data,564703
697,Accelerating XPath location steps,2002,Torsten Grust,International Conference on Management of Data,564705
698,APEX: an adaptive path index for XML data,2002,"Chin-Wan Chung, Jun-Ki Min, Kyuseok Shim",International Conference on Management of Data,564706
699,Covering indexes for branching path queries,2002,"Raghav Kaushik, Philip Bohannon, Jeffrey F Naughton, Henry F Korth",International Conference on Management of Data,564707
700,Implementing database operations using SIMD instructions,2002,"Jingren Zhou, Kenneth A. Ross",International Conference on Management of Data,564709
701,Fractal prefetching B+-Trees: optimizing both cache and disk performance,2002,"Shimin Chen, Phillip B. Gibbons, Todd C. Mowry, Gary Valentin",International Conference on Management of Data,564710
702,Skew handling techniques in sort-merge join,2002,"Wei Li, Dengfeng Gao, Richard Thomas Snodgrass",International Conference on Management of Data,564711
703,StatiX: making XML count,2002,"Juliana Freire, Jayant R. Haritsa, Maya Ramanath, Prasan Roy, J&#233;r&#244;me Sim&#233;on",International Conference on Management of Data,564713
704,HD-Eye: visual clustering of high dimensional data,2002,"Alexander Hinneburg, Daniel A. Keim, Markus Wawryniuk",International Conference on Management of Data,564784
705,GEA: a toolkit for gene expression analysis,2002,"Jessica M. Phan, Raymond Ng",International Conference on Management of Data,564783
706,DBXplorer: enabling keyword search over relational databases,2002,"Sanjay Agrawal, Surajit Chaudhuri, Gautam Das",International Conference on Management of Data,564782
707,CubeExplorer: online exploration of data cubes,2002,"Jiawei Han, Jianyong Wang, Guozhu Dong, Jian Pei, Ke Wang",International Conference on Management of Data,564781
708,XL: a platform for web services,2002,"Daniela Florescu, Andreas Gr&#252;nhagen, Donald Kossmann, Steffen Rost",International Conference on Management of Data,564779
709,RoadRunner: automatic data extraction from data-intensive web sites,2002,"Valter Crescenzi, Giansalvatore Mecca, Paolo Merialdo",International Conference on Management of Data,564778
710,Gigascope: high performance network monitoring with an SQL interface,2002,"Chuck Cranor, Yuan Gao, Theodore Johnson, Vlaidslav Shkapenyuk, Oliver Spatscheck",International Conference on Management of Data,564777
711,Distributing queries over low-power wireless sensor networks,2002,"Samuel Madden, Joseph M. Hellerstein",International Conference on Management of Data,564776
712,COUGAR: the network is the database,2002,"Wai Fu Fung, David Sun, Johannes Gehrke",International Conference on Management of Data,564775
713,"COMMIX: towards effective web information extraction, integration and query answering",2002,"Tengjiao Wang, Shiwei Tang, Dongqing Yang, Jun Gao, Yuqing Wu, Jian Pei",International Conference on Management of Data,564774
714,ACDN: a content delivery network for applications,2002,"Pradnya Karbhari, Michael Rabinovich, Zhen Xiao, Fred Douglis",International Conference on Management of Data,564773
715,XCache: a semantic caching system for XML queries,2002,"Li Chen, Elke A. Rundensteiner, Song Wang",International Conference on Management of Data,564771
