id,https://www.scads.de/movieBenchmark/ontology/primaryProfessions,https://www.scads.de/movieBenchmark/ontology/name,http://dbpedia.org/ontology/birthYear,http://dbpedia.org/ontology/deathYear,entityUrl,https://www.scads.de/movieBenchmark/ontology/isAdult,https://www.scads.de/movieBenchmark/ontology/genre_list,https://www.scads.de/movieBenchmark/ontology/startYear,https://www.scads.de/movieBenchmark/ontology/runtimeMinutes,https://www.scads.de/movieBenchmark/ontology/title,https://www.scads.de/movieBenchmark/ontology/originalTitle,http://dbpedia.org/ontology/episodeNumber,http://dbpedia.org/ontology/seasonNumber,https://www.scads.de/movieBenchmark/ontology/endYear
1785,writer,Melissa Kramper,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2463625,,,,,,,,,
1786,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0935150,0,Adventure,1962-01-01,49,Policeman's Holiday,Policeman's Holiday,17,3,
1787,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630885,0,Drama,1955-01-01,30,Inga II,Inga II,29,2,
1788,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0657704,0,"Adventure,Drama,Family",1961-01-01,30,The Lake,The Lake,2,2,
1789,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0479654,0,Music,1971-01-01,60,Diana!,Diana!,,,
1790,actor,Alec Willows,1952-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0932602,,,,,,,,,
1791,"cinematographer,camera_department",Maury Gertsman,1907-01-01,1999-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0314993,,,,,,,,,
1792,actress,Greta Chi,1940-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0156885,,,,,,,,,
1793,"composer,music_department,soundtrack",Pete Carpenter,1914-01-01,1987-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0139432,,,,,,,,,
1794,actor,James Douglas,1929-01-01,2016-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0235093,,,,,,,,,
1795,actress,June Harding,1937-01-01,2019-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0362347,,,,,,,,,
1796,"actor,soundtrack",Raymond Lam,1979-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1332451,,,,,,,,,
1797,"director,writer,assistant_director",Agnieszka Holland,1948-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0002140,,,,,,,,,
1798,actor,Joe Bailey,1924-01-01,2001-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0047316,,,,,,,,,
1799,writer,Karl Anders,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm8170054,,,,,,,,,
1800,"actor,writer,soundtrack",Reginald Denny,1891-01-01,1967-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0219666,,,,,,,,,
1801,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0394763,0,Drama,1954-01-01,30,Big Jim,Big Jim,14,2,
1802,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604381,0,"Crime,Drama,Mystery",1996-01-01,,Hostage: Part 2,Hostage: Part 2,2,5,
1803,actress,Patricia Iannone,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0406330,,,,,,,,,
1804,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt5680808,0,"Animation,Comedy,Short",2016-01-01,12,Joe Pera Talks You to Sleep,Joe Pera Talks You to Sleep,,,
1805,"actor,director,assistant_director",Oleg Tabakov,1935-01-01,2018-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0845867,,,,,,,,,
1806,"writer,actor,producer",David Sundin,1976-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1361889,,,,,,,,,
1807,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0657686,0,"Adventure,Drama,Family",1960-01-01,30,The Big Shot,The Big Shot,14,1,
1808,"cinematographer,camera_department",Gene Polito,1918-01-01,2010-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0005834,,,,,,,,,
1809,"actress,soundtrack",Suzanne Pleshette,1937-01-01,2008-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0687189,,,,,,,,,
1810,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630848,0,Drama,1961-01-01,30,Doesn't Everybody?,Doesn't Everybody?,24,8,
1811,actor,Aly Wassil,1930-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0913717,,,,,,,,,
1812,"actor,writer,soundtrack",Richard Kind,1956-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0454236,,,,,,,,,
1813,writer,F.W. Durkee,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1309831,,,,,,,,,
1814,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt5218290,0,"Action,Adventure,Animation",2016-01-01,22,It Happening One Night,It Happening One Night,6,6,
1815,"director,producer,actor",Richard Donner,1930-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0001149,,,,,,,,,
1816,"writer,producer,director",Stephen Lord,1926-01-01,2012-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0007122,,,,,,,,,
1817,"production_designer,art_department,art_director",Lindsey Hermer-Bell,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0379383,,,,,,,,,
1818,"actress,director,writer",Victoria Thaine,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1443841,,,,,,,,,
1819,actress,Pepa López,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0530316,,,,,,,,,
1820,actor,Ari Magder,1983-01-01,2012-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0535804,,,,,,,,,
1821,actor,Julian Glover,1935-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0002103,,,,,,,,,
1822,"actor,soundtrack",Gerhard Riedmann,1925-01-01,2004-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0726153,,,,,,,,,
1823,actor,Herbert Fleischmann,1925-01-01,1984-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0281534,,,,,,,,,
1824,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0631042,0,Drama,1961-01-01,30,The Wedding,The Wedding,29,8,
1825,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604344,0,"Crime,Drama,Mystery",1997-01-01,,Blood Ties: Part 1,Blood Ties: Part 1,1,6,
1826,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0710752,0,"Drama,Sport,Western",1963-01-01,60,Tigress by the Tail,Tigress by the Tail,30,1,
1827,"producer,miscellaneous,manager",Richard Frankel,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0291242,,,,,,,,,
1828,"actress,soundtrack",Dana Ivey,1941-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0412374,,,,,,,,,
1829,actor,William Campbell,1923-01-01,2011-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0132930,,,,,,,,,
1830,"actor,writer",Stanley Clements,1926-01-01,1981-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0166265,,,,,,,,,
1831,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630880,0,Drama,1956-01-01,30,Imperfect Balance,Imperfect Balance,17,4,
1832,writer,Susan Marcus,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1778068,,,,,,,,,
1833,"actor,sound_department,miscellaneous",Keith Silverstein,1970-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1142722,,,,,,,,,
1834,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0279077,0,"Action,Animation,Comedy",2000-01-01,151,FLCL,FLCL,,,2018-01-01
1835,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt7531644,0,"Documentary,Fantasy",2017-01-01,42,Myths & Monsters,Myths & Monsters,,,
1836,"producer,director,editorial_department",Daniel Sackheim,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0755261,,,,,,,,,
1837,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt6118820,0,Documentary,2016-01-01,94,1976: O Ano da Invasão Corinthiana,1976: O Ano da Invasão Corinthiana,,,
1838,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt5095732,0,Drama,2016-01-01,52,Chapter 50,Chapter 50,11,4,
1839,actor,Davis Roberts,1917-01-01,1993-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0205369,,,,,,,,,
1840,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt6411842,0,Drama,2017-01-01,54,Chapter 61,Chapter 61,9,5,
1841,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0116231,0,"Crime,Drama,Thriller",1996-01-01,128,The Bandit,Eskiya,,,
1842,"producer,miscellaneous",Atsuhiro Iwakami,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3309461,,,,,,,,,
1843,"actress,writer,soundtrack",Sally Lindsay,1973-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0962559,,,,,,,,,
1844,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0658775,0,"Action,Drama,Mystery",2001-01-01,,Prisoner's Base: Part 2,Prisoner's Base: Part 2,5,1,
1845,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0631005,0,Drama,1959-01-01,30,The Lady in the Fish Bowl,The Lady in the Fish Bowl,9,7,
1846,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0657681,0,"Adventure,Drama,Family",1962-01-01,30,Stable Mates,Stable Mates,15,2,
1847,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0921006,0,Reality-TV,2006-01-01,44,Penguin Keeper,Penguin Keeper,24,2,
1848,writer,Gesualdo Bufalino,1920-01-01,1996-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0119315,,,,,,,,,
1849,actress,Lori Martin,1947-01-01,2010-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0552700,,,,,,,,,
1850,"actor,writer,producer",Craig Anton,1962-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0031193,,,,,,,,,
1851,actress,Geraldine Brooks,1925-01-01,1977-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0111997,,,,,,,,,
1852,"director,actor,writer",Corey Allen,1934-01-01,2010-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0001904,,,,,,,,,
1853,"actor,director,writer",Leo Martinez,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0553604,,,,,,,,,
1854,actor,Parker Fennelly,1891-01-01,1988-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0271922,,,,,,,,,
1855,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt6950376,0,"Animation,Comedy,Family",2016-01-01,,Cubby House,Cubby House,18,1,
1856,"actor,producer,director",Campbell Scott,1961-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0001714,,,,,,,,,
1857,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630843,0,Drama,1958-01-01,30,Day of Rest,Day of Rest,29,5,
1858,"production_designer,director,art_director",Horst Hennicke,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1786121,,,,,,,,,
1859,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0822286,0,"Action,Adventure,Animation",2006-01-01,22,Assassinanny 911,Assassinanny 911,3,2,
1860,"cinematographer,director,writer",Alisattar Atakishiyev,1906-01-01,1998-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm1135188,,,,,,,,,
1861,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0056663,0,Drama,1962-01-01,80,Vivre Sa Vie,Vivre sa vie: Film en douze tableaux,,,
1862,"editor,director,writer",Stephen Cross,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0189274,,,,,,,,,
1863,actor,Geoffrey Toone,1910-01-01,2005-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0867555,,,,,,,,,
1864,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt2149331,0,Documentary,2011-01-01,60,Arctic,Arctic,,,
1865,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505676,0,Adventure,1959-01-01,60,The Derelict,The Derelict,5,1,
1866,director,Yoshito Mikan,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm4096748,,,,,,,,,
1867,actor,Youssef Assad,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2488906,,,,,,,,,
1868,,Steve Smith,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm4230989,,,,,,,,,
1869,"actress,miscellaneous",Camille Franklin,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0291377,,,,,,,,,
1870,producer,James Lasome,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm8843687,,,,,,,,,
1871,actor,John Hodiak,1914-01-01,1955-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0388303,,,,,,,,,
1872,"cinematographer,director",Willy Sedler,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1071846,,,,,,,,,
1873,"actor,art_department",Dan O'Herlihy,1919-01-01,2005-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0641397,,,,,,,,,
1874,"actress,miscellaneous",Dagmar Altrichter,1924-01-01,2010-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0023027,,,,,,,,,
1875,"writer,script_department,miscellaneous",Robin Kingsland,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0455497,,,,,,,,,
1876,"assistant_director,actor,producer",Michael Haley,1942-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0355112,,,,,,,,,
1877,"actress,writer",Amelia Bullmore,1964-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0120111,,,,,,,,,
1878,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt4852272,0,Documentary,2016-01-01,77,Nelson Algren Live,Nelson Algren Live,,,
1879,actor,Stojan 'Stole' Arandjelovic,1930-01-01,1993-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0033014,,,,,,,,,
1880,"actress,soundtrack",Fifi D'Orsay,1904-01-01,1983-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0195888,,,,,,,,,
1881,actor,Carleton G. Young,1907-01-01,1971-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0949356,,,,,,,,,
1882,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0111157,0,Adventure,1994-01-01,90,Sharpe's Enemy,Sharpe's Enemy,,,
1883,actress,Anne Helm,1938-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0375606,,,,,,,,,
1884,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505639,0,Adventure,1961-01-01,60,Errand of Mercy,Errand of Mercy,32,2,
1885,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0739356,0,"Action,Adventure,Animation",2004-01-01,22,Past Tense,Past Tense,11,1,
1886,"miscellaneous,production_manager,producer",Peter Feldman,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1262918,,,,,,,,,
1887,"director,producer,casting_department",Jakob Verbruggen,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1347708,,,,,,,,,
1888,editor,Ilse Radtke,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1037575,,,,,,,,,
1889,"actor,soundtrack,writer",Cecil Kellaway,1890-01-01,1973-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0445523,,,,,,,,,
1890,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0631000,0,Drama,1958-01-01,30,The Happy Widow,The Happy Widow,10,6,
1891,"director,writer,producer",Stephen Gyllenhaal,1949-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0350455,,,,,,,,,
1892,"actor,writer,soundtrack",Thomas Mitchell,1892-01-01,1962-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0593775,,,,,,,,,
1893,actress,Ha Na Park,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm6406412,,,,,,,,,
1894,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630978,0,Drama,1955-01-01,30,The Case of Mrs. Bannister,The Case of Mrs. Bannister,23,2,
1895,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt1515101,0,Comedy,2009-01-01,29,The Black Swan,The Black Swan,7,7,
1896,"director,assistant_director,writer",Kamalakara Kameshwara Rao,1911-01-01,1999-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0710563,,,,,,,,,
1897,"actress,miscellaneous",Alma Beltran,1919-01-01,2007-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0069608,,,,,,,,,
1898,"actor,assistant_director,producer",Mike Feraro,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1964116,,,,,,,,,
1899,"producer,writer,director",Barry Levinson,1942-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0001469,,,,,,,,,
1900,"actor,miscellaneous,art_department",Richard Robinson,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1301990,,,,,,,,,
1901,"editor,director,writer",Peter Coulson,1942-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0183486,,,,,,,,,
1902,"actor,soundtrack",Paul Brinegar,1917-01-01,1995-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0109495,,,,,,,,,
1903,actor,Dominique De Leon,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1812560,,,,,,,,,
1904,"writer,actress,producer",Jo Brand,1957-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0104476,,,,,,,,,
1905,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0520125,0,Adventure,1962-01-01,,Death Do Us Part,Death Do Us Part,9,1,
1906,actor,Christopher Dark,1920-01-01,1971-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0201281,,,,,,,,,
1907,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505671,0,Adventure,1960-01-01,49,The Big Surf,The Big Surf,9,2,
1908,actor,Hugh Lawrence,1923-01-01,1969-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0492798,,,,,,,,,
1909,"writer,producer",John Paxton,1911-01-01,1985-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0668122,,,,,,,,,
1910,actor,Stefan Pejchev,1905-01-01,1979-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0670658,,,,,,,,,
1911,,Gene Chruszcz,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm3347718,,,,,,,,,
1912,"actress,director,camera_department",Adeyto,1977-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1717886,,,,,,,,,
1913,actress,Maria Shopova,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1017323,,,,,,,,,
1914,"composer,soundtrack,music_department",Bijibal,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2735724,,,,,,,,,
1915,actor,Barry Flatman,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0281284,,,,,,,,,
1916,writer,Joseph Laitin,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm5484347,,,,,,,,,
1917,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0911909,0,"Action,Adventure,Animation",1995-01-01,13,Episode #5/Episode #6,Episode #5/Episode #6,3,1,
1918,actor,Hadley Kay,1973-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0443058,,,,,,,,,
1919,"director,producer,writer",John Peyser,1916-01-01,2002-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0679013,,,,,,,,,
1920,actress,Tracy Ryan,1971-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1302115,,,,,,,,,
1921,"director,writer,producer",John McNaughton,1950-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0573796,,,,,,,,,
1922,actor,Bobby Slade,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1561794,,,,,,,,,
1923,"actress,soundtrack",Barbara Ruick,1930-01-01,1974-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0749539,,,,,,,,,
1924,actor,Frank Christi,1929-01-01,1982-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0159962,,,,,,,,,
1925,"producer,director,writer",Tuomas Milonoff,1974-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1380963,,,,,,,,,
1926,actress,Suzi Crandall,1924-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0186280,,,,,,,,,
1927,actress,Chiyo Tota,1913-01-01,1985-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0869390,,,,,,,,,
1928,actress,Deborah Makepeace,1957-01-01,1999-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0538488,,,,,,,,,
1929,actress,Isabella Hofmann,1958-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0389374,,,,,,,,,
1930,"actor,miscellaneous",Russell Johnson,1924-01-01,2014-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0426157,,,,,,,,,
1931,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0505634,0,Adventure,1962-01-01,60,Build My Gallows Low,Build My Gallows Low,20,3,
1932,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0394819,0,"Action,Drama,Mystery",2002-01-01,,The Next Witness,The Next Witness,3,2,
1933,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0739351,0,"Action,Adventure,Animation",2004-01-01,22,"Eeney, Meeney, Miney... Magic!","Eeney, Meeney, Miney... Magic!",5,1,
1934,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0604437,0,"Crime,Drama,Mystery",1998-01-01,,The Twenty Percent Solution,The Twenty Percent Solution,4,7,
1935,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0596819,0,Adventure,1958-01-01,30,Experiment with a Traitor,Experiment with a Traitor,18,1,
1936,composer,Kiril Marichkov,1944-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0547191,,,,,,,,,
1937,"producer,miscellaneous,actor",Mike Rowe,1962-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm1192046,,,,,,,,,
1938,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0630973,0,Drama,1959-01-01,30,The Black Lace Valentine,The Black Lace Valentine,19,6,
1939,"producer,miscellaneous,director",Beth Hoppe,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0394342,,,,,,,,,
1940,"actor,miscellaneous",Lumsden Hare,1875-01-01,1964-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0362815,,,,,,,,,
1941,"cinematographer,camera_department,producer",Bradley Sellers,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0783336,,,,,,,,,
1942,actor,Raúl Prieto,1976-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0991987,,,,,,,,,
1943,actress,Asia Vieira,1982-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0896621,,,,,,,,,
1944,actress,Sara Hall,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm2276289,,,,,,,,,
1945,composer,Jasna Spaic,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0816657,,,,,,,,,
1946,"producer,actor,director",Walt Disney,1901-01-01,1966-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0000370,,,,,,,,,
1947,"producer,editor,writer",Ely Bam's,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm5742093,,,,,,,,,
1948,"music_department,soundtrack,actor",S.P. Balasubrahmanyam,1946-01-01,2020-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0004416,,,,,,,,,
1949,"director,producer,actor",Alan Bridges,1927-01-01,2013-01-01,https://www.scads.de/movieBenchmark/resource/IMDB/nm0108707,,,,,,,,,
1950,actress,Jeannie Diggins,,,https://www.scads.de/movieBenchmark/resource/IMDB/nm5851453,,,,,,,,,
1951,actor,Martin Dean,1938-01-01,,https://www.scads.de/movieBenchmark/resource/IMDB/nm0212877,,,,,,,,,
1952,,,,,https://www.scads.de/movieBenchmark/resource/IMDB/tt0115230,0,Drama,1996-01-01,63,Karaoke,Karaoke,,,1996-01-01
