id,https://www.scads.de/movieBenchmark/ontology/name,http://xmlns.com/foaf/0.1/gender,entityUrl,https://www.scads.de/movieBenchmark/ontology/title,https://www.scads.de/movieBenchmark/ontology/release_year,http://dbpedia.org/ontology/episodeNumber,http://dbpedia.org/ontology/releaseDate,http://dbpedia.org/ontology/seasonNumber,http://dbpedia.org/ontology/abstract,https://www.scads.de/movieBenchmark/ontology/company_type,https://www.scads.de/movieBenchmark/ontology/origin_country,https://www.scads.de/movieBenchmark/ontology/known_for_department,https://www.scads.de/movieBenchmark/ontology/in_production,https://www.scads.de/movieBenchmark/ontology/last_air_date,https://www.scads.de/movieBenchmark/ontology/original_language,https://www.scads.de/movieBenchmark/ontology/languages,https://www.scads.de/movieBenchmark/ontology/status,https://www.scads.de/movieBenchmark/ontology/genre_list,https://www.scads.de/movieBenchmark/ontology/originalTitle,http://xmlns.com/foaf/0.1/homepage,http://dbpedia.org/ontology/numberOfEpisodes,http://dbpedia.org/ontology/numberOfSeasons,http://dbpedia.org/ontology/runtime,http://dbpedia.org/ontology/budget,https://www.scads.de/movieBenchmark/ontology/revenue,https://www.scads.de/movieBenchmark/ontology/production_countries,https://www.scads.de/movieBenchmark/ontology/spoken_languages,http://dbpedia.org/ontology/birthDate,https://www.scads.de/movieBenchmark/ontology/birthPlace,https://www.scads.de/movieBenchmark/ontology/tagline,https://www.scads.de/movieBenchmark/ontology/also_known_as
978,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode907769,[44] Otorimonogatari [4] Nadeko Medusa - Part 4,2013-01-01,13,2013-10-13,3,"Nadeko finally found the object of worship. Kuchinawa, now in a good mood, tells Nadeko that he will grant her a wish. But Koyomi shows up right then and starts his attempt to convince Nadeko to let go of that object of worship.",,,,,,,,,,,,,,,,,,,,,,
979,FilmNation Entertainment,,https://www.scads.de/movieBenchmark/resource/TMDB/company7493,,,,,,,productionCompany,US,,,,,,,,,,,,,,,,,,,,
980,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode933373,Chordates,2012-01-01,24,2012-07-09,1,"Hank introduces us to ourselves by taking us on a journey through the fascinatingly diverse phyla known as chordata. And the next time someone asks you who you are, you can give them the facts: you're a mammalian amniotic tetrapodal sarcopterygian osteichthyen gnathostomal vertebrate cranial chordate.",,,,,,,,,,,,,,,,,,,,,,
981,Peter Lavin,0,https://www.scads.de/movieBenchmark/resource/TMDB/person59054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1074517,Other Lives,2015-01-01,5,2015-07-19,2,Ray and Frank contemplate new life choices. Ani and Paul follow a lead up the coast. ,,,,,,,,,,,,,,,,,,,,,,
983,Vofan,2,https://www.scads.de/movieBenchmark/resource/TMDB/person2398482,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,Shinichiro Kajiura,0,https://www.scads.de/movieBenchmark/resource/TMDB/person2399196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode270288,Pot Roast,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
986,Don Medford,2,https://www.scads.de/movieBenchmark/resource/TMDB/person31312,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
987,Maribel Martín,1,https://www.scads.de/movieBenchmark/resource/TMDB/person146796,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,Ömer Vargı,0,https://www.scads.de/movieBenchmark/resource/TMDB/person236655,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode481941,Episode 3,1988-01-01,3,1988-10-16,1,"It is December 1939 and Hornet Squadron are billeted with their Spitfires in France, near the German border. But like all young men away from home for the first time, the pilots find ways to amuse themselves with all the delights that France ha to offer. Squadron Leader Rex is determined not to let efficiency slip and decides to test his pilots.",,,,,,,,,,,,,,,,,,,,,,
990,Martha Lavey,0,https://www.scads.de/movieBenchmark/resource/TMDB/person2143939,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,,,https://www.scads.de/movieBenchmark/resource/TMDB/movie517560,Anomaly,2017-01-01,,2017-10-26,,Two classmates are trying to find a mysterious lake inhabited with a few feet long fishes.,,,,,,ru,,Released, Mystery,Аномалия,,,,92,0,0,,Pусский,,,,
992,Sunil Gupta Kabiraj,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1619218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode506563,The Epidemic,1961-01-01,25,1961-03-05,1,,,,,,,,,,,,,,,,,,,,,,,
994,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1224098,Phil Spector,2016-01-01,3,2016-09-24,1,"LA homicide investigator Richard Tomlin tries to uncover the bizarre truth behind the death of Lana Clarkson, an actress found dead inside Phil Spector's home on Feb. 3, 2003.",,,,,,,,,,,,,,,,,,,,,,
995,,,https://www.scads.de/movieBenchmark/resource/TMDB/movie609417,Okhwan na ceste za slobodou,2016-01-01,,2016-06-09,,,,,,,,sk,,Released,Documentary,Okhwan na ceste za slobodou,,,,,0,0,"Czech Republic, Slovakia",,,,,
996,Private,,https://www.scads.de/movieBenchmark/resource/TMDB/company5788,,,,,,,productionCompany,US,,,,,,,,,,,,,,,,,,,,
997,Chiemi Chiba,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1239257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694553,Letter to Loretta: The One That Got Away,1953-01-01,7,1953-11-01,1,,,,,,,,,,,,,,,,,,,,,,,
999,Nina Golovina,1,https://www.scads.de/movieBenchmark/resource/TMDB/person1289191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode311110,Son of a Gun,1993-01-01,3,1993-02-10,1,"'''Son of a Gun'' is the third episode of the first season of the American police drama television series Homicide: Life on the Street. It originally aired on NBC in the United States on February 10, 1993. The teleplay was written by James Yoshimura based on a story by executive director Tom Fontana, and the episode was directed by Nick Gomez. In the episode, recurring character Officer Thormann is shot while on duty, and his close friend Crosetti takes the investigation personally.''Son of a Gun'' was originally supposed to be the fourth episode of the first season, but was broadcast third when the episode ''Night of the Dead Living'' was moved to the end of the season. The shooting of a police officer, as well as other aspects of the script, were directly inspired by real-life events chronicled in David Simon's non-fiction book, Homicide: A Year on the Killing Streets. The episode included guest appearances by actors Luis Guzmán, Paul Schulze and Edie Falco, who played Thormann's wife. It also marked the first of five appearances by Washington Bullets team sports announcer Mel Proctor, and the first appearance by actor Walt MacPherson, who would later be cast as recurring character Detective Roger Gaffney.",,,,,,,,,,,,,,,,,,,,,,
1001,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1264305,The Birth of Satan (1),2017-01-01,13,2017-03-04,1,,,,,,,,,,,,,,,,,,,,,,,
1002,Bonnie Mark,1,https://www.scads.de/movieBenchmark/resource/TMDB/person1217628,,,,,,,,,Writing,,,,,,,,,,,,,,,,,,,
1003,LX Filmes,,https://www.scads.de/movieBenchmark/resource/TMDB/company16646,,,,,,,productionCompany,PT,,,,,,,,,,,,,,,,,,,,
1004,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode371551,Sex,2005-01-01,7,2005-04-12,1,"'Shirley tells the audience he is cooking on gas in tonight's show.Shirley visits Vauxhall City Farm and talks to the animals. He tells the farm owner that his animals are cracking jokes to one another and that one of the horses wants to visit Brazil.At Spirit Academy the final four contestants have to fight for a place in next weeks final. Shirley challenges the contestant's abilities to channel spirits on mass. Kininla is voted out of Spirit Academy.Shirley is drawn to two members of the audience, a young man and an older lady. The spirits tell Shirley they're a couple and are having problems in the relationship. After some words of advice from Shirley, the young man tells Shirley they don't know one another. Shirley changes tack and says the spirits are telling him they shouldn't be a couple anyway as they are not suited.Shirley's apprentice Ian Jackson (Marc playing another character) meets Bernard Ilsley, an Extra â€“ Terrestrial Medium. Bernard channels an alien so Ian can ask s",,,,,,,,,,,,,,,,,,,,,,
1005,Tucker Gates,2,https://www.scads.de/movieBenchmark/resource/TMDB/person1212609,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
1006,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1209625,Victorians 1837-1901,1984-01-01,12,1984-11-11,1,"The Victorian period of richly represented with extracts of poems by Alfred, Lord Tennyson, Emily Bronte, Christina Rossetti, Robert Browning, Matthew Arnold and Agernon Charles Swinburne.",,,,,,,,,,,,,,,,,,,,,,
1007,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1029996,[35] Nekomonogatari [Shiro] [4] Tsubasa Tiger - Part 4,2013-01-01,4,2013-07-28,3,"At Hitagi Senjyogahara's discretion, Hanekawa Tsubasa ends up living under the roof of the Araragi residence. Spending an evening in Koyomi's house, Tsubasa realizes that she had turned into Black Hanekawa the previous night. ",,,,,,,,,,,,,,,,,,,,,,
1008,Lorcan Cranitch,2,https://www.scads.de/movieBenchmark/resource/TMDB/person42565,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode382822,嘉美轉投　殷紅陣營,,33,,1,,,,,,,,,,,,,,,,,,,,,,,
1010,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1141065,Episode 10,2015-01-01,10,2015-08-04,1,,,,,,,,,,,,,,,,,,,,,,,
1011,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1728514,Episode 2,2018-01-01,2,2018-12-23,1,,,,,,,,,,,,,,,,,,,,,,,
1012,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1021727,Chapter 30,2015-01-01,4,2015-02-27,3,Claire bypasses Russia at the U.N. Frank tries to outmaneuver a potential challenger and ends up face to face with a higher power.,,,,,,,,,,,,,,,,,,,,,,
1013,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode182300,Dia de Los Dangerous!,2004-01-01,1,2004-08-07,1,"When the Venture Family visits Tijuana for a lecture Dr. Venture is giving at the (community) University of Mexico, the dastardly Monarch weaves a cocoon of villainy that leaves the Venture brothers trapped in his clutches, Dr. Venture kidney-less and Brock...dead? If only Dr. Venture would return the Monarch's calls...",,,,,,,,,,,,,,,,,,,,,,
1014,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode57909,Champagne for One (2),2001-01-01,4,2001-05-06,1,,,,,,,,,,,,,,,,,,,,,,,
1015,Peter Kelsey,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1898871,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,Institut national de recherches archéologiques préventives,,https://www.scads.de/movieBenchmark/resource/TMDB/company85980,,,,,,,productionCompany,FR,,,,,,,,,,,,,,,,,,,,
1017,Kristen Wiig,1,https://www.scads.de/movieBenchmark/resource/TMDB/person41091,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,Raymond Lam,2,https://www.scads.de/movieBenchmark/resource/TMDB/person89409,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,Alexandre Boechat,2,https://www.scads.de/movieBenchmark/resource/TMDB/person1965957,,,,,,,,,Directing,,,,,,,,,,,,,,,,,,,
1020,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode65189,Chapter 5,2013-01-01,5,2013-02-01,1,A feud starts between Francis and Marty Spinella. Russo goes into depression about the job losses at the shipyards.,,,,,,,,,,,,,,,,,,,,,,
1021,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode673157,Hand Walk ~ Seesaw 60 ~ Daruma 7,,4,,1,,,,,,,,,,,,,,,,,,,,,,,
1022,Blake Ritson,2,https://www.scads.de/movieBenchmark/resource/TMDB/person80154,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
1023,La 1,,https://www.scads.de/movieBenchmark/resource/TMDB/company443,,,,,,,network,ES,,,,,,,,,,,,,,,,,,,,
1024,Nicholas Bucknall,2,https://www.scads.de/movieBenchmark/resource/TMDB/person1995607,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1727972,Episode 7,2019-01-01,7,2019-04-12,3,,,,,,,,,,,,,,,,,,,,,,,
1026,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode907764,[37] Kabukimonogatari [1] Mayoi Jiangshi - Part 1,2013-01-01,6,2013-08-18,3,"On August 20th, Koyomi Araragi left his home to deliver to Mayoi Hachikuji something she had forgotten, but was unable to find her. He realized he had not done any of the homework he was supposed to do, yet tomorrow was already the term opening ceremony. ",,,,,,,,,,,,,,,,,,,,,,
1027,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694516,Linda,1960-01-01,4,1960-10-09,8,,,,,,,,,,,,,,,,,,,,,,,
1028,,,https://www.scads.de/movieBenchmark/resource/TMDB/tvSeries87259,O cvrčkovi,1983-01-01,,1983-03-02,,"Short stories about the cricket and his magic violin. No matter what happens, with the help of his violin and it’s soothing sounds the cricket will always find a solution to his problems.",,XC,,false,1983-03-08,cs,xx,Ended, Kids,O cvrčkovi,,7,1,5,,,,,,,,
1029,Anna Maria Petrova,0,https://www.scads.de/movieBenchmark/resource/TMDB/person570250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,Film4 Productions,,https://www.scads.de/movieBenchmark/resource/TMDB/company6705,,,,,,,productionCompany,GB,,,,,,,,,,,,,,,,,,,,
1031,Chris Jenkins,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1368864,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,Park Bo-gum,2,https://www.scads.de/movieBenchmark/resource/TMDB/person587634,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,Fahadh Faasil,2,https://www.scads.de/movieBenchmark/resource/TMDB/person1072750,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,Nippon Crown,,https://www.scads.de/movieBenchmark/resource/TMDB/company112866,,,,,,,productionCompany,,,,,,,,,,,,,,,,,,,,,
1035,Daniel Haller,2,https://www.scads.de/movieBenchmark/resource/TMDB/person28236,,,,,,,,,Art,,,,,,,,,,,,,,,,,,,
1036,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode402787,Home to Roost,1962-01-01,25,1962-08-07,1,,,,,,,,,,,,,,,,,,,,,,,
1037,Aleksandr Nazarov,2,https://www.scads.de/movieBenchmark/resource/TMDB/person932356,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode198952,Mushroom Farmer,2006-01-01,4,2006-03-07,2,"Mushroom farmer, storm drain cleaner, drain cover foundry",,,,,,,,,,,,,,,,,,,,,,
1039,Philippe Sarde,2,https://www.scads.de/movieBenchmark/resource/TMDB/person20075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,John Bennett,2,https://www.scads.de/movieBenchmark/resource/TMDB/person47547,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,,,https://www.scads.de/movieBenchmark/resource/TMDB/tvSeries71761,Bäst i test,2017-01-01,,2017-03-10,,Swedish version of Taskmaster.,,SE,,true,2019-04-19,sv,sv,Returning Series,Comedy,Bäst i test,https://www.svt.se/bast-i-test/,20,3,60,,,,,,,,
1042,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1382540,Episode 24,2017-01-01,24,2017-08-14,2,,,,,,,,,,,,,,,,,,,,,,,
1043,Helli Servi,1,https://www.scads.de/movieBenchmark/resource/TMDB/person47167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,Andy Cohen,2,https://www.scads.de/movieBenchmark/resource/TMDB/person54772,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,Lucinda Syson,1,https://www.scads.de/movieBenchmark/resource/TMDB/person1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode199096,Blueberry Connoisseur,2011-01-01,6,2011-02-08,7,"'Mike visits the Jelly Belly Candy Company to concoct a dirty boot flavored jelly bean based on his own sweaty, grimy, filthy pair of work boots. Then he travels to Maine to harvest blueberries and joins the ''Pie Ladies'' in a pie bakeoff.",,,,,,,,,,,,,,,,,,,,,,
1047,Allegri Producties,,https://www.scads.de/movieBenchmark/resource/TMDB/company54901,,,,,,,productionCompany,,,,,,,,,,,,,,,,,,,,,
1048,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1920971,Truth or Death,2016-01-01,8,2016-03-05,3,"In rural Georgia, single dad, Donald Ray Skinner, meets a beautiful Mississippi blond, Allene Hawkins.  She's also a single mom and sparks soon fly.  They marry, but it won't be happily ever after.  Behind their blissful façade stirs lethal deceit.",,,,,,,,,,,,,,,,,,,,,,
1049,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode694498,Off Duty Affair,1960-01-01,16,1960-01-17,7,,,,,,,,,,,,,,,,,,,,,,,
1050,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode879425,Episodio 9,2003-01-01,9,2003-01-23,1,,,,,,,,,,,,,,,,,,,,,,,
1051,Anthony Kiedis,2,https://www.scads.de/movieBenchmark/resource/TMDB/person15310,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
1052,TV3,,https://www.scads.de/movieBenchmark/resource/TMDB/company406,,,,,,,network,ES,,,,,,,,,,,,,,,,,,,,
1053,Odalys García,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1603475,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,Inari Köngäs,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1511549,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode853180,Greenland,2011-01-01,2,2011-01-09,1,"'Bruce Parry journeys to the far north of Greenland, home to the last traditional Inuit hunters.Bruce experiences the realities of life - and death - on a seal hunt, and learns how climate change is threatening their ancient way of life.But while global warming is causing problems for the hunters, it is providing others with new opportunities. As the vast Greenland ice sheet melts, new mineral riches are being revealed.  Bruce works with a mining team who are about to strike it big. Greenland is changing fast - but will there still be a place for hunters in the Arctic of the twenty-first Century?",,,,,,,,,,,,,,,,,,,,,,
1056,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1185712,Episode 2,2016-01-01,2,2016-04-20,5,"After the body of teenager Will Hudson is discovered in a Manchester park, Rachel is certain that his death could have been prevented.",,,,,,,,,,,,,,,,,,,,,,
1057,Eddie Marsan,2,https://www.scads.de/movieBenchmark/resource/TMDB/person1665,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1209620,Milton 1608-1674,1984-01-01,7,1984-06-13,1,"Milton's dedication, his humanity and his blindness are all given illustration in Ian Richardson's reading of the sonnet to his dead wife, Katharine, while his eloquence is highlighted in Richardson's spectacular readings from Paradise Lost.",,,,,,,,,,,,,,,,,,,,,,
1059,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1570470,Chapter 68,2018-01-01,3,2018-11-02,6,The Shepherds push Claire on a Supreme Court nomination. Doug works to find a new path for himself. Claire consults with Jane on Syria.,,,,,,,,,,,,,,,,,,,,,,
1060,Lindsay Jones,1,https://www.scads.de/movieBenchmark/resource/TMDB/person1293390,,,,,,,,,Acting,,,,,,,,,,,,,,,,,,,
1061,Stoyan Ganev,0,https://www.scads.de/movieBenchmark/resource/TMDB/person1839469,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode104709,1998 Christmas Special,1998-01-01,7,1998-12-01,2,,,,,,,,,,,,,,,,,,,,,,,
1063,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1141060,Episode 7,2015-01-01,7,2015-07-27,1,,,,,,,,,,,,,,,,,,,,,,,
1064,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode402800,Roll of Thunder,1962-01-01,38,1962-11-06,1,,,,,,,,,,,,,,,,,,,,,,,
1065,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode967598,Episode 1,2013-01-01,1,2013-04-03,3,"After a concerned neighbour knocks on Janet’s door, she can only guess at the horrors about to happen. Rachel wishes she was still single while Janet ends up realising that her own marriage is over.",,,,,,,,,,,,,,,,,,,,,,
1066,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1484087,Moa Lundqvist gästar,2018-01-01,7,2018-04-20,2,,,,,,,,,,,,,,,,,,,,,,,
1067,Clara,1,https://www.scads.de/movieBenchmark/resource/TMDB/person1801220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,Alan Ruscoe,0,https://www.scads.de/movieBenchmark/resource/TMDB/person33186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,,,https://www.scads.de/movieBenchmark/resource/TMDB/episode1265756,Getting Schooled,2017-01-01,4,2017-02-07,4,Mary Jane's new position as web correspondent fuels her rivalry with Justin as she pursues the story of a teen boy beaten for wearing a skirt.,,,,,,,,,,,,,,,,,,,,,,
